fungal_root_id	family	genus	species	species_verbatim	mycorrhizal_type	replicates	habitat	host_age	host_age_group	am_evaluated	am_criteria	am_structures	ecm_evaluated	ecm_structures	erm_structure	nm_structures	latitude	longitude	comment	source	link
OBS3701454	Fabaceae	Castanospermum	Castanospermum australe	Castanospermum australe A. Cunn. & C. Fraser	AM	3	forest;managed	established	established	yes	colonisation	arb;ves	-	-	-	-			FungalRoot: One ID in FungalRoot but sampled across four distinct habitats	"Abu-Zeyad, R., Khan, A. G., & Khoo, C. (1999). Occurrence of arbuscular mycorrhiza in Castanospermum australe A. Cunn. & C. Fraser and effects on growth and production of castanospermine. Mycorrhiza, 9(2), 111-117."	https://doi.org/10.1007/s005720050008
OBS3701454	Fabaceae	Castanospermum	Castanospermum australe	Castanospermum australe A. Cunn. & C. Fraser	AM	3	forest;disturbed	established	established	yes	colonisation	arb;ves	-	-	-	-			FungalRoot: One ID in FungalRoot but sampled across four distinct habitats	"Abu-Zeyad, R., Khan, A. G., & Khoo, C. (1999). Occurrence of arbuscular mycorrhiza in Castanospermum australe A. Cunn. & C. Fraser and effects on growth and production of castanospermine. Mycorrhiza, 9(2), 111-117."	https://doi.org/10.1007/s005720050008
OBS3701454	Fabaceae	Castanospermum	Castanospermum australe	Castanospermum australe A. Cunn. & C. Fraser	AM	3	forest;disturbed	established	established	yes	colonisation	arb;ves	-	-	-	-			FungalRoot: One ID in FungalRoot but sampled across four distinct habitats	"Abu-Zeyad, R., Khan, A. G., & Khoo, C. (1999). Occurrence of arbuscular mycorrhiza in Castanospermum australe A. Cunn. & C. Fraser and effects on growth and production of castanospermine. Mycorrhiza, 9(2), 111-117."	https://doi.org/10.1007/s005720050008
OBS3701454	Fabaceae	Castanospermum	Castanospermum australe	Castanospermum australe A. Cunn. & C. Fraser	AM	18	pot-culture;specific-inoculum	6-mth	seedling	yes	colonisation	arb;ves	-	-	-	-			FungalRoot: One ID in FungalRoot but sampled across four distinct habitats	"Abu-Zeyad, R., Khan, A. G., & Khoo, C. (1999). Occurrence of arbuscular mycorrhiza in Castanospermum australe A. Cunn. & C. Fraser and effects on growth and production of castanospermine. Mycorrhiza, 9(2), 111-117."	https://doi.org/10.1007/s005720050008
OBS3691732	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691733	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691734	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691735	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691736	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691737	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691738	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691739	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691740	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691741	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691742	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691743	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691744	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691745	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691746	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691747	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691748	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691749	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691750	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691751	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691752	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691753	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691754	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691755	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691756	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691757	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691758	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691759	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691760	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	forest;undisturbed	established	established	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691732	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691733	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691734	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691735	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691736	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691737	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691738	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691739	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691740	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691741	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691742	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691743	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691744	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691745	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691746	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691747	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691748	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691749	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691750	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691751	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691752	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
OBS3691753	Myrtaceae	Eucalyptus	Eucalyptus grandis	Eucalyptus grandis Hill ex Maiden	EcM-AM	5	pot-culture;field-inoculum	6-mth	seedling	yes	colonisation	arb;ves	yes	hnet;mntl	-	-				"Adams, F., Reddell, P., Webb, M. J., & Shipton, W. A. (2006). Arbuscular mycorrhizas and ectomycorrhizas on Eucalyptus grandis (Myrtaceae) trees and seedlings in native forests of tropical north-eastern Australia. Australian Journal of Botany, 54(3), 271-281"	https://doi.org/10.1071/BT05028
