family	genus	scientific_name	native_status	mycorrhizal_type
Fabaceae	Acacia	Acacia rothii	native	EcM-AM
Fabaceae	Acacia	Acacia roycei	native	EcM-AM
Fabaceae	Acacia	Acacia rubida	native	EcM-AM
Fabaceae	Acacia	Acacia saliciformis	native	EcM-AM
Fabaceae	Acacia	Acacia salicina	native	EcM-AM
Fabaceae	Acacia	Acacia saligna	native	EcM-AM
Fabaceae	Acacia	Acacia saxatilis	native	EcM-AM
Fabaceae	Acacia	Acacia schinoides	native	EcM-AM
Fabaceae	Acacia	Acacia scirpifolia	native	EcM-AM
Fabaceae	Acacia	Acacia sclerosperma	native	EcM-AM
Fabaceae	Acacia	Acacia scopulorum	native	EcM-AM
Fabaceae	Acacia	Acacia seclusa	native	EcM-AM
Fabaceae	Acacia	Acacia semilunata	native	EcM-AM
Fabaceae	Acacia	Acacia semirigida	native	EcM-AM
Fabaceae	Acacia	Acacia sericata	native	EcM-AM
Fabaceae	Acacia	Acacia sericoflora	native	EcM-AM
Fabaceae	Acacia	Acacia shirleyi	native	EcM-AM
Fabaceae	Acacia	Acacia sibilans	native	EcM-AM
Fabaceae	Acacia	Acacia sibina	native	EcM-AM
Fabaceae	Acacia	Acacia sibirica	native	EcM-AM
Fabaceae	Acacia	Acacia signata	native	EcM-AM
Fabaceae	Acacia	Acacia silvestris	native	EcM-AM
Fabaceae	Acacia	Acacia simplex	non-native	EcM-AM
Fabaceae	Acacia	Acacia simsii	native	EcM-AM
Fabaceae	Acacia	Acacia solenota	native	EcM-AM
Fabaceae	Acacia	Acacia spania	native	EcM-AM
Fabaceae	Acacia	Acacia sparsiflora	native	EcM-AM
Fabaceae	Acacia	Acacia speckii	native	EcM-AM
Fabaceae	Acacia	Acacia spectabilis	native	EcM-AM
Fabaceae	Acacia	Acacia spectrum	native	EcM-AM
Fabaceae	Acacia	Acacia spirorbis	native	EcM-AM
Fabaceae	Acacia	Acacia splendens	native	EcM-AM
Fabaceae	Acacia	Acacia steedmanii	native	EcM-AM
Fabaceae	Acacia	Acacia stenophylla	native	EcM-AM
Fabaceae	Acacia	Acacia stereophylla	native	EcM-AM
Fabaceae	Acacia	Acacia stipuligera	native	EcM-AM
Fabaceae	Acacia	Acacia storyi	native	EcM-AM
Fabaceae	Acacia	Acacia striatifolia	native	EcM-AM
Fabaceae	Acacia	Acacia stricta	native	EcM-AM
Fabaceae	Acacia	Acacia strongylophylla	native	EcM-AM
Fabaceae	Acacia	Acacia subporosa	native	EcM-AM
Fabaceae	Acacia	Acacia subtessarogona	native	EcM-AM
Fabaceae	Acacia	Acacia subtilinervis	native	EcM-AM
Fabaceae	Acacia	Acacia subulata	native	EcM-AM
Fabaceae	Acacia	Acacia symonii	native	EcM-AM
Fabaceae	Acacia	Acacia synchronicia	native	EcM-AM
Fabaceae	Acacia	Acacia synoria	native	EcM-AM
Fabaceae	Acacia	Acacia tenuinervis	native	EcM-AM
Fabaceae	Acacia	Acacia tenuispica	native	EcM-AM
Fabaceae	Acacia	Acacia tephrina	native	EcM-AM
Fabaceae	Acacia	Acacia terminalis	native	EcM-AM
Fabaceae	Acacia	Acacia tessellata	native	EcM-AM
Fabaceae	Acacia	Acacia tetragonophylla	native	EcM-AM
Fabaceae	Acacia	Acacia thomsonii	native	EcM-AM
Fabaceae	Acacia	Acacia tingoorensis	native	EcM-AM
Fabaceae	Acacia	Acacia torulosa	native	EcM-AM
Fabaceae	Acacia	Acacia trachycarpa	native	EcM-AM
Fabaceae	Acacia	Acacia trachyphloia	native	EcM-AM
Fabaceae	Acacia	Acacia trinalis	native	EcM-AM
Fabaceae	Acacia	Acacia trinervata	native	EcM-AM
Fabaceae	Acacia	Acacia trineura	native	EcM-AM
Fabaceae	Acacia	Acacia triptera	native	EcM-AM
Fabaceae	Acacia	Acacia triptycha	native	EcM-AM
Fabaceae	Acacia	Acacia tropica	native	EcM-AM
Fabaceae	Acacia	Acacia tumida	native	EcM-AM
Fabaceae	Acacia	Acacia tysonii	native	EcM-AM
Fabaceae	Acacia	Acacia uncifera	native	EcM-AM
Fabaceae	Acacia	Acacia uncifolia	native	EcM-AM
Fabaceae	Acacia	Acacia undoolyana	native	EcM-AM
Fabaceae	Acacia	Acacia undulifolia	native	EcM-AM
Fabaceae	Acacia	Acacia verniciflua	native	EcM-AM
Fabaceae	Acacia	Acacia veronica	native	EcM-AM
Fabaceae	Acacia	Acacia verricula	native	EcM-AM
Fabaceae	Acacia	Acacia verticillata	native	EcM-AM
Fabaceae	Acacia	Acacia vestita	native	EcM-AM
Fabaceae	Acacia	Acacia victoriae	native	EcM-AM
Fabaceae	Acacia	Acacia viscidula	native	EcM-AM
Fabaceae	Acacia	Acacia wanyu	native	EcM-AM
Fabaceae	Acacia	Acacia wardellii	native	EcM-AM
Fabaceae	Acacia	Acacia wattsiana	native	EcM-AM
Fabaceae	Acacia	Acacia websteri	native	EcM-AM
Fabaceae	Acacia	Acacia wetarensis	non-native	EcM-AM
Fabaceae	Acacia	Acacia wilcoxii	native	EcM-AM
Fabaceae	Acacia	Acacia willingii	native	EcM-AM
Fabaceae	Acacia	Acacia xanthina	native	EcM-AM
Fabaceae	Acacia	Acacia xiphophylla	native	EcM-AM
Fabaceae	Acacia	Acacia yorkrakinensis	native	EcM-AM
Fabaceae	Acaciella	Acaciella angustissima	non-native	AM
Fabaceae	Acaciella	Acaciella glauca	non-native	AM
Euphorbiaceae	Acalypha	Acalypha acrogyna	non-native	AM
Euphorbiaceae	Acalypha	Acalypha amplexicaulis	non-native	AM
Euphorbiaceae	Acalypha	Acalypha angatensis	non-native	AM
Euphorbiaceae	Acalypha	Acalypha apodanthes	non-native	AM
Euphorbiaceae	Acalypha	Acalypha balansae	non-native	AM
Euphorbiaceae	Acalypha	Acalypha cardiophylla	non-native	AM
Euphorbiaceae	Acalypha	Acalypha caturus	non-native	AM
Euphorbiaceae	Acalypha	Acalypha chirindica	non-native	AM
Euphorbiaceae	Acalypha	Acalypha chocoana	non-native	AM
Euphorbiaceae	Acalypha	Acalypha cuneata	non-native	AM
Euphorbiaceae	Acalypha	Acalypha diversifolia	non-native	AM
Euphorbiaceae	Acalypha	Acalypha emirnensis	non-native	AM
Euphorbiaceae	Acalypha	Acalypha fasciculata	non-native	AM
Euphorbiaceae	Acalypha	Acalypha floresensis	non-native	AM
Euphorbiaceae	Acalypha	Acalypha forsteriana	non-native	AM
Euphorbiaceae	Acalypha	Acalypha fragilis	non-native	AM
Euphorbiaceae	Acalypha	Acalypha fruticosa	non-native	AM
Euphorbiaceae	Acalypha	Acalypha glabrata	non-native	AM
Euphorbiaceae	Acalypha	Acalypha grandibracteata	non-native	AM
Euphorbiaceae	Acalypha	Acalypha grandis	non-native	AM
Euphorbiaceae	Acalypha	Acalypha grisebachiana	non-native	AM
Euphorbiaceae	Acalypha	Acalypha hellwigii	non-native	AM
Euphorbiaceae	Acalypha	Acalypha inaequilatera	non-native	AM
Euphorbiaceae	Acalypha	Acalypha juruana	non-native	AM
Euphorbiaceae	Acalypha	Acalypha lepinei	non-native	AM
Euphorbiaceae	Acalypha	Acalypha longispica	non-native	AM
Euphorbiaceae	Acalypha	Acalypha lyonsii	native	AM
Euphorbiaceae	Acalypha	Acalypha macrostachya	non-native	AM
Euphorbiaceae	Acalypha	Acalypha muelleriana	non-native	AM
Euphorbiaceae	Acalypha	Acalypha flagellata	non-native	AM
Euphorbiaceae	Acalypha	Acalypha neptunica	non-native	AM
Euphorbiaceae	Acalypha	Acalypha novoguineensis	non-native	AM
Euphorbiaceae	Acalypha	Acalypha ornata	non-native	AM
Euphorbiaceae	Acalypha	Acalypha padifolia	non-native	AM
Euphorbiaceae	Acalypha	Acalypha pancheriana	non-native	AM
Euphorbiaceae	Acalypha	Acalypha peruviana	non-native	AM
Euphorbiaceae	Acalypha	Acalypha platyphylla	non-native	AM
Euphorbiaceae	Acalypha	Acalypha pubiflora	native	AM
Euphorbiaceae	Acalypha	Acalypha pulogensis	non-native	AM
Euphorbiaceae	Acalypha	Acalypha radula	non-native	AM
Euphorbiaceae	Acalypha	Acalypha raivavensis	non-native	AM
Euphorbiaceae	Acalypha	Acalypha rapensis	non-native	AM
Euphorbiaceae	Acalypha	Acalypha repanda	non-native	AM
Euphorbiaceae	Acalypha	Acalypha rivularis	non-native	AM
Euphorbiaceae	Acalypha	Acalypha schiedeana	non-native	AM
Euphorbiaceae	Acalypha	Acalypha sonderiana	non-native	AM
Euphorbiaceae	Acalypha	Acalypha stachyura	non-native	AM
Euphorbiaceae	Acalypha	Acalypha stellata	non-native	AM
Euphorbiaceae	Acalypha	Acalypha stenoloba	non-native	AM
Euphorbiaceae	Acalypha	Acalypha stricta	non-native	AM
Euphorbiaceae	Acalypha	Acalypha subintegra	non-native	AM
Euphorbiaceae	Acalypha	Acalypha suirenbiensis	non-native	AM
Euphorbiaceae	Acalypha	Acalypha tenuifolia	non-native	AM
Euphorbiaceae	Acalypha	Acalypha villosa	non-native	AM
Euphorbiaceae	Acalypha	Acalypha wilkesiana	non-native	AM
Melastomataceae	Acanthella	Acanthella sprucei	non-native	AM
Polygalaceae	Acanthocladus	Acanthocladus colombianus	non-native	AM
Polygalaceae	Acanthocladus	Acanthocladus dichromus	non-native	AM
Polygalaceae	Acanthocladus	Acanthocladus dukei	non-native	AM
Polygalaceae	Acanthocladus	Acanthocladus guayaquilensis	non-native	AM
Polygalaceae	Acanthocladus	Acanthocladus pulcherrimus	non-native	AM
Polygalaceae	Acanthocladus	Acanthocladus santosii	non-native	AM
Polygalaceae	Acanthocladus	Acanthocladus scleroxylon	non-native	AM
Arecaceae	Acanthophoenix	Acanthophoenix crinita	non-native	AM
Arecaceae	Acanthophoenix	Acanthophoenix rousselii	non-native	AM
Arecaceae	Acanthophoenix	Acanthophoenix rubra	non-native	AM
Santalaceae	Acanthosyris	Acanthosyris annonagustata	non-native	AM
Santalaceae	Acanthosyris	Acanthosyris asipapote	non-native	AM
Santalaceae	Acanthosyris	Acanthosyris falcata	non-native	AM
Santalaceae	Acanthosyris	Acanthosyris glabrata	non-native	AM
Santalaceae	Acanthosyris	Acanthosyris paulo-alvinii	non-native	AM
Santalaceae	Acanthosyris	Acanthosyris spinescens	non-native	AM
Myrtaceae	Acca	Acca lanuginosa	non-native	AM
Myrtaceae	Acca	Acca macrostema	non-native	AM
Sapindaceae	Acer	Acer acuminatum	non-native	AM
Sapindaceae	Acer	Acer amplum	non-native	AM
Sapindaceae	Acer	Acer albopurpurascens	non-native	AM
Sapindaceae	Acer	Acer amamiense	non-native	AM
Sapindaceae	Acer	Acer paxii	non-native	AM
Sapindaceae	Acer	Acer robustum	non-native	AM
Sapindaceae	Acer	Acer argutum	non-native	AM
Sapindaceae	Acer	Acer barbinerve	non-native	AM
Sapindaceae	Acer	Acer binzayedii	non-native	AM
Sapindaceae	Acer	Acer buergerianum	non-native	AM
Sapindaceae	Acer	Acer caesium	non-native	AM
Sapindaceae	Acer	Acer calcaratum	non-native	AM
Sapindaceae	Acer	Acer campbellii	non-native	AM
Sapindaceae	Acer	Acer campestre	non-native	AM
Sapindaceae	Acer	Acer capillipes	non-native	AM
Sapindaceae	Acer	Acer cappadocicum	non-native	AM
Sapindaceae	Acer	Acer carpinifolium	non-native	AM
Sapindaceae	Acer	Acer caudatum	non-native	AM
Sapindaceae	Acer	Acer chiangdaoense	non-native	AM
Sapindaceae	Acer	Acer chienii	non-native	AM
Sapindaceae	Acer	Acer sinense	non-native	AM
Sapindaceae	Acer	Acer chunii	non-native	AM
Sapindaceae	Acer	Acer circinatum	non-native	AM
Sapindaceae	Acer	Acer cissifolium	non-native	AM
Sapindaceae	Acer	Acer confertifolium	non-native	AM
Sapindaceae	Acer	Acer cordatum	non-native	AM
Sapindaceae	Acer	Acer coriaceifolium	non-native	AM
Sapindaceae	Acer	Acer crassum	non-native	AM
Sapindaceae	Acer	Acer crataegifolium	non-native	AM
Sapindaceae	Acer	Acer davidii	non-native	AM
Sapindaceae	Acer	Acer diabolicum	non-native	AM
Sapindaceae	Acer	Acer distylum	non-native	AM
Sapindaceae	Acer	Acer divergens	non-native	AM
Sapindaceae	Acer	Acer duplicatoserratum	non-native	AM
Sapindaceae	Acer	Acer elegantulum	non-native	AM
Sapindaceae	Acer	Acer erianthum	non-native	AM
Sapindaceae	Acer	Acer erythranthum	non-native	AM
Sapindaceae	Acer	Acer fabri	non-native	AM
Sapindaceae	Acer	Acer fenzelianum	non-native	AM
Sapindaceae	Acer	Acer macrophyllum	non-native	AM
Sapindaceae	Acer	Acer floridanum	non-native	AM
Sapindaceae	Acer	Acer forrestii	non-native	AM
Sapindaceae	Acer	Acer longipes	non-native	AM
Sapindaceae	Acer	Acer glabrum	non-native	AM
Sapindaceae	Acer	Acer gracilifolium	non-native	AM
Sapindaceae	Acer	Acer granatense	non-native	AM
Sapindaceae	Acer	Acer grandidentatum	non-native	AM
Sapindaceae	Acer	Acer griseum	non-native	AM
Sapindaceae	Acer	Acer heldreichii	non-native	AM
Sapindaceae	Acer	Acer henryi	non-native	AM
Sapindaceae	Acer	Acer heptaphlebium	non-native	AM
Sapindaceae	Acer	Acer sikkimense	non-native	AM
Sapindaceae	Acer	Acer hyrcanum	non-native	AM
Sapindaceae	Acer	Acer insulare	non-native	AM
Sapindaceae	Acer	Acer iranicum	non-native	AM
Sapindaceae	Acer	Acer japonicum	non-native	AM
Sapindaceae	Acer	Acer caudatifolium	non-native	AM
Sapindaceae	Acer	Acer komarovii	non-native	AM
Sapindaceae	Acer	Acer kungshanense	non-native	AM
Sapindaceae	Acer	Acer laevigatum	non-native	AM
Sapindaceae	Acer	Acer laurinum	non-native	AM
Sapindaceae	Acer	Acer laxiflorum	non-native	AM
Sapindaceae	Acer	Acer leipoense	non-native	AM
Sapindaceae	Acer	Acer leucoderme	non-native	AM
Sapindaceae	Acer	Acer lobelii	non-native	AM
Sapindaceae	Acer	Acer lucidum	non-native	AM
Sapindaceae	Acer	Acer lungshengense	non-native	AM
Sapindaceae	Acer	Acer mandshuricum	non-native	AM
Sapindaceae	Acer	Acer maximowiczianum	non-native	AM
Sapindaceae	Acer	Acer maximowiczii	non-native	AM
Sapindaceae	Acer	Acer mazandaranicum	non-native	AM
Sapindaceae	Acer	Acer metcalfii	non-native	AM
Sapindaceae	Acer	Acer miaoshanicum	non-native	AM
Sapindaceae	Acer	Acer miaotaiense	non-native	AM
Sapindaceae	Acer	Acer micranthum	non-native	AM
Sapindaceae	Acer	Acer miyabei	non-native	AM
Sapindaceae	Acer	Acer monspessulanum	non-native	AM
Sapindaceae	Acer	Acer morifolium	non-native	AM
Sapindaceae	Acer	Acer negundo	non-native	AM
Sapindaceae	Acer	Acer nigrum	non-native	AM
Sapindaceae	Acer	Acer nipponicum	non-native	AM
Sapindaceae	Acer	Acer oblongum	non-native	AM
Sapindaceae	Acer	Acer obtusifolium	non-native	AM
Sapindaceae	Acer	Acer okamotoanum	non-native	AM
Sapindaceae	Acer	Acer oligocarpum	non-native	AM
Sapindaceae	Acer	Acer oliverianum	non-native	AM
Sapindaceae	Acer	Acer opalus	non-native	AM
Sapindaceae	Acer	Acer palmatum	non-native	AM
Sapindaceae	Acer	Acer pauciflorum	non-native	AM
Sapindaceae	Acer	Acer pectinatum	non-native	AM
Sapindaceae	Acer	Acer pensylvanicum	non-native	AM
Sapindaceae	Acer	Acer pentaphyllum	non-native	AM
Sapindaceae	Acer	Acer pentapomicum	non-native	AM
Sapindaceae	Acer	Acer pictum	non-native	AM
Sapindaceae	Acer	Acer pilosum	non-native	AM
Sapindaceae	Acer	Acer pinnatinervium	non-native	AM
Sapindaceae	Acer	Acer platanoides	non-native	AM
Sapindaceae	Acer	Acer poliophyllum	non-native	AM
Sapindaceae	Acer	Acer pseudoplatanus	non-native	AM
Sapindaceae	Acer	Acer pseudosieboldianum	non-native	AM
Sapindaceae	Acer	Acer pseudowilsonii	non-native	AM
Sapindaceae	Acer	Acer pycnanthum	non-native	AM
Sapindaceae	Acer	Acer rubescens	non-native	AM
Sapindaceae	Acer	Acer rubrum	non-native	AM
Sapindaceae	Acer	Acer rufinerve	non-native	AM
Sapindaceae	Acer	Acer saccharinum	non-native	AM
Sapindaceae	Acer	Acer saccharum	non-native	AM
Sapindaceae	Acer	Acer sempervirens	non-native	AM
Sapindaceae	Acer	Acer serrulatum	non-native	AM
Sapindaceae	Acer	Acer shenkanense	non-native	AM
Sapindaceae	Acer	Acer shihweii	non-native	AM
Sapindaceae	Acer	Acer shirasawanum	non-native	AM
Sapindaceae	Acer	Acer sieboldianum	non-native	AM
Sapindaceae	Acer	Acer sino-oblongum	non-native	AM
Sapindaceae	Acer	Acer sinopurpurascens	non-native	AM
Sapindaceae	Acer	Acer skutchii	non-native	AM
Sapindaceae	Acer	Acer sosnowskyi	non-native	AM
Sapindaceae	Acer	Acer spicatum	non-native	AM
Sapindaceae	Acer	Acer stachyophyllum	non-native	AM
Sapindaceae	Acer	Acer sterculiaceum	non-native	AM
Sapindaceae	Acer	Acer sutchuenense	non-native	AM
Sapindaceae	Acer	Acer sycopseoides	non-native	AM
Sapindaceae	Acer	Acer tataricum	non-native	AM
Sapindaceae	Acer	Acer tegmentosum	non-native	AM
Sapindaceae	Acer	Acer tenellum	non-native	AM
Sapindaceae	Acer	Acer tenuifolium	non-native	AM
Sapindaceae	Acer	Acer thomsonii	non-native	AM
Sapindaceae	Acer	Acer tibetense	non-native	AM
Sapindaceae	Acer	Acer tonkinense	non-native	AM
Sapindaceae	Acer	Acer triflorum	non-native	AM
Sapindaceae	Acer	Acer truncatum	non-native	AM
Sapindaceae	Acer	Acer tschonoskii	non-native	AM
Sapindaceae	Acer	Acer tsinglingense	non-native	AM
Sapindaceae	Acer	Acer turkestanicum	non-native	AM
Sapindaceae	Acer	Acer tutcheri	non-native	AM
Sapindaceae	Acer	Acer ukurunduense	non-native	AM
Sapindaceae	Acer	Acer undulatum	non-native	AM
Sapindaceae	Acer	Acer velutinum	non-native	AM
Sapindaceae	Acer	Acer wangchii	non-native	AM
Sapindaceae	Acer	Acer wardii	non-native	AM
Sapindaceae	Acer	Acer wilsonii	non-native	AM
Sapindaceae	Acer	Acer yangbiense	non-native	AM
Sapindaceae	Acer	Acer yinkunii	non-native	AM
Sapindaceae	Acer	Acer yui	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium archboldianum	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium brassii	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium concinnum	native	AM
Elaeocarpaceae	Aceratium	Aceratium doggrellii	native	AM
Elaeocarpaceae	Aceratium	Aceratium ferrugineum	native	AM
Elaeocarpaceae	Aceratium	Aceratium hypoleucum	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium ledermannii	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium megalospermum	native	AM
Elaeocarpaceae	Aceratium	Aceratium muellerianum	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium oppositifolium	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium pachypetalum	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium parvifolium	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium pittosporoides	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium sericeum	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium sericoleopsis	native	AM
Elaeocarpaceae	Aceratium	Aceratium sinuatum	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium sphaerocarpum	non-native	AM
Elaeocarpaceae	Aceratium	Aceratium tomentosum	non-native	AM
Achatocarpaceae	Achatocarpus	Achatocarpus gracilis	non-native	EcM-AM
Achatocarpaceae	Achatocarpus	Achatocarpus hasslerianus	non-native	EcM-AM
Achatocarpaceae	Achatocarpus	Achatocarpus microcarpus	non-native	EcM-AM
Achatocarpaceae	Achatocarpus	Achatocarpus nigricans	non-native	EcM-AM
Achatocarpaceae	Achatocarpus	Achatocarpus pubescens	non-native	EcM-AM
Achatocarpaceae	Achatocarpus	Achatocarpus praecox	non-native	EcM-AM
Rubiaceae	Achilleanthus	Achilleanthus megacarpus	non-native	uncertain
Rubiaceae	Achilleanthus	Achilleanthus novobrittaniensis	non-native	uncertain
Rubiaceae	Achilleanthus	Achilleanthus schmutzii	non-native	uncertain
Rubiaceae	Achilleanthus	Achilleanthus smithii	non-native	uncertain
Amaranthaceae	Achyranthes	Achyranthes arborescens	non-native	AM
Amaranthaceae	Achyranthes	Achyranthes mangarevica	non-native	AM
Amaranthaceae	Achyranthes	Achyranthes marchionica	non-native	AM
Euphorbiaceae	Acidocroton	Acidocroton madrigalensis	non-native	AM
Euphorbiaceae	Acidocroton	Acidocroton verrucosus	non-native	AM
Chrysobalanaceae	Acioa	Acioa dolichopoda	non-native	AM
Chrysobalanaceae	Acioa	Acioa edulis	non-native	AM
Chrysobalanaceae	Acioa	Acioa guianensis	non-native	AM
Chrysobalanaceae	Acioa	Acioa longipendula	non-native	AM
Chrysobalanaceae	Acioa	Acioa schultesii	non-native	AM
Chrysobalanaceae	Acioa	Acioa somnolens	non-native	AM
Cunoniaceae	Ackama	Ackama australiensis	native	AM
Cunoniaceae	Ackama	Ackama brassii	non-native	AM
Cunoniaceae	Ackama	Ackama celebica	non-native	AM
Cunoniaceae	Ackama	Ackama clemensiae	non-native	AM
Cunoniaceae	Ackama	Ackama fulva	non-native	AM
Cunoniaceae	Ackama	Ackama nubicola	non-native	AM
Cunoniaceae	Ackama	Ackama paniculosa	native	AM
Cunoniaceae	Ackama	Ackama papuana	non-native	AM
Cunoniaceae	Ackama	Ackama rosifolia	non-native	AM
Cunoniaceae	Ackama	Ackama rufa	non-native	AM
Malpighiaceae	Acmanthera	Acmanthera cowanii	non-native	AM
Malpighiaceae	Acmanthera	Acmanthera duckei	non-native	AM
Malpighiaceae	Acmanthera	Acmanthera fernandesii	non-native	AM
Malpighiaceae	Acmanthera	Acmanthera latifolia	non-native	AM
Malpighiaceae	Acmanthera	Acmanthera longifolia	non-native	AM
Malpighiaceae	Acmanthera	Acmanthera minima	non-native	AM
Malpighiaceae	Acmanthera	Acmanthera parviflora	non-native	AM
Podocarpaceae	Acmopyle	Acmopyle pancheri	non-native	AM
Podocarpaceae	Acmopyle	Acmopyle sahniana	non-native	AM
Solanaceae	Iochroma	Iochroma arborescens	non-native	AM
Arecaceae	Acoelorraphe	Acoelorraphe wrightii	non-native	AM
Apocynaceae	Acokanthera	Acokanthera laevigata	non-native	AM
Apocynaceae	Acokanthera	Acokanthera oblongifolia	non-native	AM
Apocynaceae	Acokanthera	Acokanthera oppositifolia	non-native	AM
Apocynaceae	Acokanthera	Acokanthera rotundata	non-native	AM
Apocynaceae	Acokanthera	Acokanthera schimperi	non-native	AM
Fabaceae	Acosmium	Acosmium cardenasii	non-native	AM
Fabaceae	Acosmium	Acosmium diffusissimum	non-native	AM
Fabaceae	Acosmium	Acosmium lentiscifolium	non-native	AM
Rutaceae	Acradenia	Acradenia euodiiformis	native	AM
Rubiaceae	Acranthera	Acranthera athroophlebia	non-native	AM
Malpighiaceae	Acridocarpus	Acridocarpus austrocaledonicus	non-native	AM
Malpighiaceae	Acridocarpus	Acridocarpus excelsus	non-native	AM
Malpighiaceae	Acridocarpus	Acridocarpus humbertii	non-native	AM
Malpighiaceae	Acridocarpus	Acridocarpus katangensis	non-native	AM
Malpighiaceae	Acridocarpus	Acridocarpus natalitius	non-native	AM
Malpighiaceae	Acridocarpus	Acridocarpus perrieri	non-native	AM
Malpighiaceae	Acridocarpus	Acridocarpus plagiopterus	non-native	AM
Malpighiaceae	Acridocarpus	Acridocarpus socotranus	non-native	AM
Malpighiaceae	Acridocarpus	Acridocarpus spectabilis	non-native	AM
Asteraceae	Acritopappus	Acritopappus buiquensis	non-native	AM
Asteraceae	Acritopappus	Acritopappus catolesensis	non-native	AM
Asteraceae	Acritopappus	Acritopappus confertus	non-native	AM
Asteraceae	Acritopappus	Acritopappus connatifolius	non-native	AM
Asteraceae	Acritopappus	Acritopappus harleyi	non-native	AM
Asteraceae	Acritopappus	Acritopappus heterolepis	non-native	AM
Asteraceae	Acritopappus	Acritopappus irwinii	non-native	AM
Asteraceae	Acritopappus	Acritopappus pereirae	non-native	AM
Asteraceae	Acritopappus	Acritopappus pintoi	non-native	AM
Asteraceae	Acritopappus	Acritopappus prunifolius	non-native	AM
Asteraceae	Acritopappus	Acritopappus subtomentosus	non-native	AM
Asteraceae	Acritopappus	Acritopappus teixeirae	non-native	AM
Fabaceae	Acrocarpus	Acrocarpus fraxinifolius	non-native	AM
Arecaceae	Acrocomia	Acrocomia aculeata	non-native	AM
Arecaceae	Acrocomia	Acrocomia crispa	non-native	AM
Arecaceae	Acrocomia	Acrocomia intumescens	non-native	AM
Arecaceae	Acrocomia	Acrocomia totai	non-native	AM
Rutaceae	Acronychia	Acronychia aberrans	native	AM
Rutaceae	Acronychia	Acronychia acidula	native	AM
Rutaceae	Acronychia	Acronychia acronychioides	native	AM
Rutaceae	Acronychia	Acronychia acuminata	native	AM
Rutaceae	Acronychia	Acronychia baeuerlenii	native	AM
Rutaceae	Acronychia	Acronychia carrii	non-native	AM
Rutaceae	Acronychia	Acronychia cartilaginea	non-native	AM
Rutaceae	Acronychia	Acronychia chooreechillum	native	AM
Rutaceae	Acronychia	Acronychia crassipetala	native	AM
Rutaceae	Acronychia	Acronychia cuspidata	non-native	AM
Rutaceae	Acronychia	Acronychia dimorphocalyx	non-native	AM
Rutaceae	Acronychia	Acronychia emarginata	non-native	AM
Rutaceae	Acronychia	Acronychia eungellensis	native	AM
Rutaceae	Acronychia	Acronychia foveata	non-native	AM
Rutaceae	Acronychia	Acronychia goniocarpa	non-native	AM
Rutaceae	Acronychia	Acronychia gurakorensis	non-native	AM
Rutaceae	Acronychia	Acronychia imperforata	native	AM
Rutaceae	Acronychia	Acronychia intermedia	non-native	AM
Rutaceae	Acronychia	Acronychia kaindiensis	non-native	AM
Rutaceae	Acronychia	Acronychia laevis	native	AM
Rutaceae	Acronychia	Acronychia ledermannii	non-native	AM
Rutaceae	Acronychia	Acronychia littoralis	native	AM
Rutaceae	Acronychia	Acronychia macrocalyx	non-native	AM
Rutaceae	Acronychia	Acronychia montana	non-native	AM
Rutaceae	Acronychia	Acronychia murina	non-native	AM
Rutaceae	Acronychia	Acronychia normanbiensis	non-native	AM
Rutaceae	Acronychia	Acronychia oblongifolia	native	AM
Rutaceae	Acronychia	Acronychia octandra	native	AM
Rutaceae	Acronychia	Acronychia papuana	non-native	AM
Rutaceae	Acronychia	Acronychia parviflora	native	AM
Rutaceae	Acronychia	Acronychia pauciflora	native	AM
