scientific_name	genus	family	mycorrhizal_type	estimate
Guioa sufusana	Guioa	Sapindaceae	AM	genus
Guioa truncata	Guioa	Sapindaceae	AM	genus
Guioa unguiculata	Guioa	Sapindaceae	AM	genus
Guioa venusta	Guioa	Sapindaceae	AM	genus
Guioa villosa	Guioa	Sapindaceae	AM	genus
Guioa waigeoensis	Guioa	Sapindaceae	AM	genus
Gustavia acuminata	Gustavia	Lecythidaceae	AM	genus
Gustavia angustifolia	Gustavia	Lecythidaceae	AM	genus
Gustavia augusta	Gustavia	Lecythidaceae	AM	genus
Gustavia brachycarpa	Gustavia	Lecythidaceae	AM	genus
Gustavia coriacea	Gustavia	Lecythidaceae	AM	genus
Gustavia dodsonii	Gustavia	Lecythidaceae	AM	genus
Gustavia dubia	Gustavia	Lecythidaceae	AM	genus
Gustavia elliptica	Gustavia	Lecythidaceae	AM	genus
Gustavia erythrocarpa	Gustavia	Lecythidaceae	AM	genus
Gustavia excelsa	Gustavia	Lecythidaceae	AM	genus
Gustavia flagellata	Gustavia	Lecythidaceae	AM	genus
Gustavia fosteri	Gustavia	Lecythidaceae	AM	genus
Gustavia gentryi	Gustavia	Lecythidaceae	AM	genus
Gustavia gigantophylla	Gustavia	Lecythidaceae	AM	genus
Gustavia gracillima	Gustavia	Lecythidaceae	AM	genus
Gustavia gracillipes	Gustavia	Lecythidaceae	AM	genus
Gustavia grandibracteata	Gustavia	Lecythidaceae	AM	genus
Gustavia hexapetala	Gustavia	Lecythidaceae	AM	genus
Gustavia hubbardiorum	Gustavia	Lecythidaceae	AM	genus
Gustavia inakuama	Gustavia	Lecythidaceae	AM	genus
Gustavia johnclarkii	Gustavia	Lecythidaceae	AM	genus
Gustavia latifolia	Gustavia	Lecythidaceae	AM	genus
Gustavia longepetiolata	Gustavia	Lecythidaceae	AM	genus
Gustavia longifolia	Gustavia	Lecythidaceae	AM	genus
Gustavia longifuniculata	Gustavia	Lecythidaceae	AM	genus
Gustavia macarenensis	Gustavia	Lecythidaceae	AM	genus
Gustavia monocaulis	Gustavia	Lecythidaceae	AM	genus
Gustavia nana	Gustavia	Lecythidaceae	AM	genus
Gustavia occidentalis	Gustavia	Lecythidaceae	AM	genus
Gustavia parviflora	Gustavia	Lecythidaceae	AM	genus
Gustavia paucisperma	Gustavia	Lecythidaceae	AM	genus
Gustavia petiolata	Gustavia	Lecythidaceae	AM	genus
Gustavia poeppigiana	Gustavia	Lecythidaceae	AM	genus
Gustavia pubescens	Gustavia	Lecythidaceae	AM	genus
Gustavia pulchra	Gustavia	Lecythidaceae	AM	genus
Gustavia romeroi	Gustavia	Lecythidaceae	AM	genus
Gustavia santanderiensis	Gustavia	Lecythidaceae	AM	genus
Gustavia serrata	Gustavia	Lecythidaceae	AM	genus
Gustavia sessilis	Gustavia	Lecythidaceae	AM	genus
Gustavia speciosa	Gustavia	Lecythidaceae	AM	genus
Gustavia superba	Gustavia	Lecythidaceae	AM	genus
Gustavia tejerae	Gustavia	Lecythidaceae	AM	genus
Gustavia terminaliflora	Gustavia	Lecythidaceae	AM	genus
Gustavia verticillata	Gustavia	Lecythidaceae	AM	genus
Gwilymia coriacea	Gwilymia	Fabaceae	AM	family
Gwilymia fissurata	Gwilymia	Fabaceae	AM	family
Gwilymia moricolor	Gwilymia	Fabaceae	AM	family
Gwilymia occhioniana	Gwilymia	Fabaceae	AM	family
Gwilymia paniculata	Gwilymia	Fabaceae	AM	family
Gwilymia polystachya	Gwilymia	Fabaceae	AM	family
Gwilymia racemifera	Gwilymia	Fabaceae	AM	family
Gyminda fimbrillata	Gyminda	Celastraceae	AM	genus
Gyminda latifolia	Gyminda	Celastraceae	AM	genus
Gyminda orbicularis	Gyminda	Celastraceae	AM	genus
Gyminda tonduzii	Gyminda	Celastraceae	AM	genus
Gymnacranthera bancana	Gymnacranthera	Myristicaceae	AM	genus
Gymnacranthera canarica	Gymnacranthera	Myristicaceae	AM	genus
Gymnacranthera contracta	Gymnacranthera	Myristicaceae	AM	genus
Gymnacranthera farquhariana	Gymnacranthera	Myristicaceae	AM	genus
Gymnacranthera forbesii	Gymnacranthera	Myristicaceae	AM	genus
Gymnacranthera maliliensis	Gymnacranthera	Myristicaceae	AM	genus
Gymnacranthera ocellata	Gymnacranthera	Myristicaceae	AM	genus
Gymnanthemum amygdalinum	Gymnanthemum	Asteraceae	AM	family
Gymnanthemum auriculiferum	Gymnanthemum	Asteraceae	AM	family
Gymnanthemum bellinghamii	Gymnanthemum	Asteraceae	AM	family
Gymnanthemum coloratum	Gymnanthemum	Asteraceae	AM	family
Gymnanthemum exsertiflorum	Gymnanthemum	Asteraceae	AM	family
Gymnanthemum extensum	Gymnanthemum	Asteraceae	AM	family
Gymnanthemum myrianthum	Gymnanthemum	Asteraceae	AM	family
Gymnanthes actinostemoides	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes albicans	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes belizensis	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes borneensis	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes dressleri	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes edwalliana	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes gaudichaudii	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes hypoleuca	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes inopinata	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes insolita	Gymnanthes	Euphorbiaceae	AM	genus
Sebastiania integra	Sebastiania	Euphorbiaceae	AM	genus
Gymnanthes leonardii-crispi	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes longipes	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes lucida	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes nervosa	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes pallens	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes remota	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes riparia	Gymnanthes	Euphorbiaceae	AM	genus
Gymnanthes widgrenii	Gymnanthes	Euphorbiaceae	AM	genus
Gymnocladus angustifolius	Gymnocladus	Fabaceae	AM	genus
Gymnocladus assamicus	Gymnocladus	Fabaceae	AM	genus
Gymnocladus burmanicus	Gymnocladus	Fabaceae	AM	genus
Gymnocladus chinensis	Gymnocladus	Fabaceae	AM	genus
Gymnocladus dioicus	Gymnocladus	Fabaceae	AM	genus
Gymnocladus guangxiensis	Gymnocladus	Fabaceae	AM	genus
Gymnopodium floribundum	Gymnopodium	Polygonaceae	EcM	genus
Gymnopodium ovatifolium	Gymnopodium	Polygonaceae	EcM	genus
Gymnosphaera mildbraedii	Gymnosphaera	Cyatheaceae	AM	genus
Gymnosporia addat	Gymnosporia	Celastraceae	AM	genus
Gymnosporia arbutifolia	Gymnosporia	Celastraceae	AM	genus
Gymnosporia arenicola	Gymnosporia	Celastraceae	AM	genus
Gymnosporia bachmannii	Gymnosporia	Celastraceae	AM	genus
Gymnosporia bailadillana	Gymnosporia	Celastraceae	AM	genus
Gymnosporia buchananii	Gymnosporia	Celastraceae	AM	genus
Gymnosporia buxifolia	Gymnosporia	Celastraceae	AM	genus
Gymnosporia chevalieri	Gymnosporia	Celastraceae	AM	genus
Gymnosporia crenata	Gymnosporia	Celastraceae	AM	genus
Gymnosporia devenishii	Gymnosporia	Celastraceae	AM	genus
Gymnosporia dhofarensis	Gymnosporia	Celastraceae	AM	genus
Gymnosporia diversifolia	Gymnosporia	Celastraceae	AM	genus
Gymnosporia drummondii	Gymnosporia	Celastraceae	AM	genus
Gymnosporia engleriana	Gymnosporia	Celastraceae	AM	genus
Gymnosporia falconeri	Gymnosporia	Celastraceae	AM	genus
Gymnosporia forsskaoliana	Gymnosporia	Celastraceae	AM	genus
Gymnosporia glaucophylla	Gymnosporia	Celastraceae	AM	genus
Gymnosporia gracilipes	Gymnosporia	Celastraceae	AM	genus
Gymnosporia gracilis	Gymnosporia	Celastraceae	AM	genus
Gymnosporia grandifolia	Gymnosporia	Celastraceae	AM	genus
Gymnosporia gurueensis	Gymnosporia	Celastraceae	AM	genus
Gymnosporia harenensis	Gymnosporia	Celastraceae	AM	genus
Gymnosporia harveyana	Gymnosporia	Celastraceae	AM	genus
Gymnosporia hemipterocarpa	Gymnosporia	Celastraceae	AM	genus
Gymnosporia heterophylla	Gymnosporia	Celastraceae	AM	genus
Gymnosporia heyneana	Gymnosporia	Celastraceae	AM	genus
Gymnosporia keniensis	Gymnosporia	Celastraceae	AM	genus
Gymnosporia linearis	Gymnosporia	Celastraceae	AM	genus
Gymnosporia littoralis	Gymnosporia	Celastraceae	AM	genus
Gymnosporia maranguensis	Gymnosporia	Celastraceae	AM	genus
Gymnosporia marcanii	Gymnosporia	Celastraceae	AM	genus
Gymnosporia masindei	Gymnosporia	Celastraceae	AM	genus
Gymnosporia matoboensis	Gymnosporia	Celastraceae	AM	genus
Gymnosporia montana	Gymnosporia	Celastraceae	AM	genus
Gymnosporia mossambicensis	Gymnosporia	Celastraceae	AM	genus
Gymnosporia nemorosa	Gymnosporia	Celastraceae	AM	genus
Gymnosporia nitida	Gymnosporia	Celastraceae	AM	genus
Gymnosporia obscura	Gymnosporia	Celastraceae	AM	genus
Gymnosporia ovata	Gymnosporia	Celastraceae	AM	genus
Gymnosporia parviflora	Gymnosporia	Celastraceae	AM	genus
Gymnosporia polyacantha	Gymnosporia	Celastraceae	AM	genus
Gymnosporia putterlickioides	Gymnosporia	Celastraceae	AM	genus
Gymnosporia richardsiae	Gymnosporia	Celastraceae	AM	genus
Gymnosporia rothiana	Gymnosporia	Celastraceae	AM	genus
Gymnosporia rubra	Gymnosporia	Celastraceae	AM	genus
Gymnosporia rufa	Gymnosporia	Celastraceae	AM	genus
Gymnosporia senegalensis	Gymnosporia	Celastraceae	AM	genus
Gymnosporia serrata	Gymnosporia	Celastraceae	AM	genus
Gymnosporia sikkimensis	Gymnosporia	Celastraceae	AM	genus
Gymnosporia stylosa	Gymnosporia	Celastraceae	AM	genus
Gymnosporia variabilis	Gymnosporia	Celastraceae	AM	genus
Gymnostemon zaizou	Gymnostemon	Simaroubaceae	AM	genus
Gymnostoma australianum	Gymnostoma	Casuarinaceae	AM	genus
Gymnostoma chamaecyparis	Gymnostoma	Casuarinaceae	AM	genus
Gymnostoma deplancheanum	Gymnostoma	Casuarinaceae	AM	genus
Gymnostoma glaucescens	Gymnostoma	Casuarinaceae	AM	genus
Gymnostoma intermedium	Gymnostoma	Casuarinaceae	AM	genus
Gymnostoma leucodon	Gymnostoma	Casuarinaceae	AM	genus
Gymnostoma nobile	Gymnostoma	Casuarinaceae	AM	genus
Gymnostoma nodiflorum	Gymnostoma	Casuarinaceae	AM	genus
Gymnostoma papuanum	Gymnostoma	Casuarinaceae	AM	genus
Gymnostoma poissonianum	Gymnostoma	Casuarinaceae	AM	genus
Gymnostoma rumphianum	Gymnostoma	Casuarinaceae	AM	genus
Gymnostoma sumatranum	Gymnostoma	Casuarinaceae	AM	genus
Gymnostoma vitiense	Gymnostoma	Casuarinaceae	AM	genus
Gynocardia odorata	Gynocardia	Achariaceae	AM	genus
Gynochthodes decipiens	Gynochthodes	Rubiaceae	AM	genus
Gynochthodes trimera	Gynochthodes	Rubiaceae	AM	genus
Gynochthodes umbellata	Gynochthodes	Rubiaceae	AM	genus
Gynotroches axillaris	Gynotroches	Rhizophoraceae	NM-AM	genus
Gynoxys acostae	Gynoxys	Asteraceae	AM	genus
Gynoxys asterotricha	Gynoxys	Asteraceae	AM	genus
Gynoxys azuayensis	Gynoxys	Asteraceae	AM	genus
Gynoxys baccharoides	Gynoxys	Asteraceae	AM	genus
Gynoxys callacallana	Gynoxys	Asteraceae	AM	genus
Gynoxys calyculisolvens	Gynoxys	Asteraceae	AM	genus
Gynoxys capituliparva	Gynoxys	Asteraceae	AM	genus
Gynoxys chagalensis	Gynoxys	Asteraceae	AM	genus
Gynoxys chimborazensis	Gynoxys	Asteraceae	AM	genus
Gynoxys cochabambensis	Gynoxys	Asteraceae	AM	genus
Gynoxys colanensis	Gynoxys	Asteraceae	AM	genus
Gynoxys columbiana	Gynoxys	Asteraceae	AM	genus
Gynoxys compressissima	Gynoxys	Asteraceae	AM	genus
Gynoxys congestiflora	Gynoxys	Asteraceae	AM	genus
Gynoxys cuicochensis	Gynoxys	Asteraceae	AM	genus
Gynoxys cutervensis	Gynoxys	Asteraceae	AM	genus
Gynoxys cuzcoensis	Gynoxys	Asteraceae	AM	genus
Gynoxys dielsiana	Gynoxys	Asteraceae	AM	genus
Gynoxys hallii	Gynoxys	Asteraceae	AM	genus
Gynoxys hirsuta	Gynoxys	Asteraceae	AM	genus
Gynoxys hirsutissima	Gynoxys	Asteraceae	AM	genus
Gynoxys infralanata	Gynoxys	Asteraceae	AM	genus
Gynoxys jelskii	Gynoxys	Asteraceae	AM	genus
Gynoxys laurata	Gynoxys	Asteraceae	AM	genus
Gynoxys laurifolia	Gynoxys	Asteraceae	AM	genus
Gynoxys malcabalensis	Gynoxys	Asteraceae	AM	genus
Gynoxys marcapatana	Gynoxys	Asteraceae	AM	genus
Gynoxys perbracteosa	Gynoxys	Asteraceae	AM	genus
Gynoxys pillahuatensis	Gynoxys	Asteraceae	AM	genus
Gynoxys poggeana	Gynoxys	Asteraceae	AM	genus
Gynoxys psilophylla	Gynoxys	Asteraceae	AM	genus
Gynoxys pulchella	Gynoxys	Asteraceae	AM	genus
Gynoxys rimbachii	Gynoxys	Asteraceae	AM	genus
Gynoxys sancti-antonii	Gynoxys	Asteraceae	AM	genus
Gynoxys sorataensis	Gynoxys	Asteraceae	AM	genus
Gynoxys stuebelii	Gynoxys	Asteraceae	AM	genus
Gynoxys tablaensis	Gynoxys	Asteraceae	AM	genus
Gynoxys tetroici	Gynoxys	Asteraceae	AM	genus
Gynoxys tolimensis	Gynoxys	Asteraceae	AM	genus
Gynoxys tomentosissima	Gynoxys	Asteraceae	AM	genus
Gynoxys trianae	Gynoxys	Asteraceae	AM	genus
Gynoxys vacana	Gynoxys	Asteraceae	AM	genus
Gynoxys visoensis	Gynoxys	Asteraceae	AM	genus
Gyranthera caribensis	Gyranthera	Malvaceae	AM	genus
Gyranthera darienensis	Gyranthera	Malvaceae	AM	genus
Gyrinops caudata	Gyrinops	Thymelaeaceae	AM	genus
Gyrinops decipiens	Gyrinops	Thymelaeaceae	AM	genus
Gyrinops ledermannii	Gyrinops	Thymelaeaceae	AM	genus
Gyrinops moluccana	Gyrinops	Thymelaeaceae	AM	genus
Gyrinops podocarpa	Gyrinops	Thymelaeaceae	AM	genus
Gyrinops salicifolia	Gyrinops	Thymelaeaceae	AM	genus
Gyrinops versteegii	Gyrinops	Thymelaeaceae	AM	genus
Gyrinops vidalii	Gyrinops	Thymelaeaceae	AM	genus
Gyrinops walla	Gyrinops	Thymelaeaceae	AM	genus
Gyrocarpus americanus	Gyrocarpus	Hernandiaceae	AM	genus
Gyrocarpus angustifolius	Gyrocarpus	Hernandiaceae	AM	genus
Gyrocarpus hababensis	Gyrocarpus	Hernandiaceae	AM	genus
Gyrocarpus jatrophifolius	Gyrocarpus	Hernandiaceae	AM	genus
Gyrocarpus mocinoi	Gyrocarpus	Hernandiaceae	AM	genus
Gyrostemon ramulosus	Gyrostemon	Gyrostemonaceae	NM	genus
Gyrostipula comorensis	Gyrostipula	Rubiaceae	AM	genus
Gyrostipula foveolata	Gyrostipula	Rubiaceae	AM	genus
Gyrostipula obtusa	Gyrostipula	Rubiaceae	AM	genus
Gyrotaenia crassifolia	Gyrotaenia	Urticaceae	NM-AM	genus
Gyrotaenia microcarpa	Gyrotaenia	Urticaceae	NM-AM	genus
Gyrotaenia myriocarpa	Gyrotaenia	Urticaceae	NM-AM	genus
Gyrotaenia spicata	Gyrotaenia	Urticaceae	NM-AM	genus
Gyrotaenia trujilloana	Gyrotaenia	Urticaceae	NM-AM	genus
Haageocereus acranthus	Haageocereus	Cactaceae	AM	genus
Haematodendron glabrum	Haematodendron	Myristicaceae	AM	genus
Haematostaphis barteri	Haematostaphis	Anacardiaceae	AM	genus
Haematostemon coriaceus	Haematostemon	Euphorbiaceae	AM	genus
Haematoxylum brasiletto	Haematoxylum	Fabaceae	AM	genus
Haematoxylum calakmulense	Haematoxylum	Fabaceae	AM	genus
Haematoxylum campechianum	Haematoxylum	Fabaceae	AM	genus
Haematoxylum sousanum	Haematoxylum	Fabaceae	AM	genus
Haenianthus incrassatus	Haenianthus	Oleaceae	AM	genus
Haenianthus salicifolius	Haenianthus	Oleaceae	AM	genus
Haenianthus variifolius	Haenianthus	Oleaceae	AM	genus
Hafotra superba	Hafotra	Malvaceae	AM	family
Hagenia abyssinica	Hagenia	Rosaceae	AM	genus
Hakea actites	Hakea	Proteaceae	NM	genus
Hakea arborescens	Hakea	Proteaceae	NM	genus
Hakea archaeoides	Hakea	Proteaceae	NM	genus
Hakea chordophylla	Hakea	Proteaceae	NM	genus
Hakea constablei	Hakea	Proteaceae	NM	genus
Hakea dactyloides	Hakea	Proteaceae	NM	genus
Hakea divaricata	Hakea	Proteaceae	NM	genus
Hakea ednieana	Hakea	Proteaceae	NM	genus
Hakea eriantha	Hakea	Proteaceae	NM	genus
Hakea eyreana	Hakea	Proteaceae	NM	genus
Hakea fraseri	Hakea	Proteaceae	NM	genus
Hakea grammatophylla	Hakea	Proteaceae	NM	genus
Hakea ivoryi	Hakea	Proteaceae	NM	genus
Hakea laurina	Hakea	Proteaceae	NM	genus
Hakea leucoptera	Hakea	Proteaceae	NM	genus
Hakea lissosperma	Hakea	Proteaceae	NM	genus
Hakea lorea	Hakea	Proteaceae	NM	genus
Hakea macraeana	Hakea	Proteaceae	NM	genus
Hakea macrorrhyncha	Hakea	Proteaceae	NM	genus
Hakea megadenia	Hakea	Proteaceae	NM	genus
Hakea ochroptera	Hakea	Proteaceae	NM	genus
Hakea oleifolia	Hakea	Proteaceae	NM	genus
Hakea pandanicarpa	Hakea	Proteaceae	NM	genus
Hakea pedunculata	Hakea	Proteaceae	NM	genus
Hakea persiehana	Hakea	Proteaceae	NM	genus
Hakea petiolaris	Hakea	Proteaceae	NM	genus
Hakea preissii	Hakea	Proteaceae	NM	genus
Hakea propinqua	Hakea	Proteaceae	NM	genus
Hakea prostrata	Hakea	Proteaceae	NM	genus
Hakea pulvinifera	Hakea	Proteaceae	NM	genus
Hakea salicifolia	Hakea	Proteaceae	NM	genus
Hakea stenophylla	Hakea	Proteaceae	NM	genus
Hakea tephrosperma	Hakea	Proteaceae	NM	genus
Halesia carolina	Halesia	Styracaceae	AM	genus
Halesia diptera	Halesia	Styracaceae	AM	genus
Halfordia kendack	Halfordia	Rutaceae	AM	genus
Halleria ligustrifolia	Halleria	Stilbaceae	AM	genus
Halleria lucida	Halleria	Stilbaceae	AM	genus
Halocarpus bidwillii	Halocarpus	Podocarpaceae	AM	genus
Halocarpus biformis	Halocarpus	Podocarpaceae	AM	genus
Halocarpus kirkii	Halocarpus	Podocarpaceae	AM	genus
Glischrocaryon racemosum	Glischrocaryon	Haloragaceae	NM-AM	genus
Halostachys belangeriana	Halostachys	Amaranthaceae	NM-AM	genus
Haloxylon ammodendron	Haloxylon	Amaranthaceae	NM-AM	genus
Haloxylon persicum	Haloxylon	Amaranthaceae	NM-AM	genus
Hamamelis mexicana	Hamamelis	Hamamelidaceae	AM	genus
Hamamelis mollis	Hamamelis	Hamamelidaceae	AM	genus
Hamamelis vernalis	Hamamelis	Hamamelidaceae	AM	genus
Hamamelis virginiana	Hamamelis	Hamamelidaceae	AM	genus
Hamelia barbata	Hamelia	Rubiaceae	AM	genus
Hamelia calycosa	Hamelia	Rubiaceae	AM	genus
Hamelia cuprea	Hamelia	Rubiaceae	AM	genus
Hamelia longipes	Hamelia	Rubiaceae	AM	genus
Hamelia macrantha	Hamelia	Rubiaceae	AM	genus
Hamelia magnifolia	Hamelia	Rubiaceae	AM	genus
Hamelia papillosa	Hamelia	Rubiaceae	AM	genus
Hamelia patens	Hamelia	Rubiaceae	AM	genus
Hamelia rostrata	Hamelia	Rubiaceae	AM	genus
Hamelia rovirosae	Hamelia	Rubiaceae	AM	genus
Hamelia sanguinea	Hamelia	Rubiaceae	AM	genus
Hamelia ventricosa	Hamelia	Rubiaceae	AM	genus
Hamelia xerocarpa	Hamelia	Rubiaceae	AM	genus
Hamelia xorullensis	Hamelia	Rubiaceae	AM	genus
Hampea albipetala	Hampea	Malvaceae	AM	genus
Hampea appendiculata	Hampea	Malvaceae	AM	genus
Hampea breedlovei	Hampea	Malvaceae	AM	genus
Hampea integerrima	Hampea	Malvaceae	AM	genus
Hampea longipes	Hampea	Malvaceae	AM	genus
Hampea mexicana	Hampea	Malvaceae	AM	genus
Hampea micrantha	Hampea	Malvaceae	AM	genus
Hampea montebellensis	Hampea	Malvaceae	AM	genus
Hampea nutricia	Hampea	Malvaceae	AM	genus
Hampea platanifolia	Hampea	Malvaceae	AM	genus
Hampea punctulata	Hampea	Malvaceae	AM	genus
Hampea reynae	Hampea	Malvaceae	AM	genus
Hampea rovirosae	Hampea	Malvaceae	AM	genus
Hampea sphaerocarpa	Hampea	Malvaceae	AM	genus
Hampea stipitata	Hampea	Malvaceae	AM	genus
Hampea thespesioides	Hampea	Malvaceae	AM	genus
Hampea tomentosa	Hampea	Malvaceae	AM	genus
Hampea trilobata	Hampea	Malvaceae	AM	genus
Hancea acuminata	Hancea	Euphorbiaceae	AM	genus
Hancea capuronii	Hancea	Euphorbiaceae	AM	genus
Hancea cordatifolia	Hancea	Euphorbiaceae	AM	genus
Hancea eucausta	Hancea	Euphorbiaceae	AM	genus
Hancea grandistipularis	Hancea	Euphorbiaceae	AM	genus
