family	genus	scientific_name	mycorrhizal_type
Fabaceae	Acacia	Acacia ixodes	EcM-AM
Rosaceae	Amelanchier	Amelanchier laevis	AM
Fabaceae	Acacia	Acacia bromilowiana	EcM-AM
Rubiaceae	Tarenna	Tarenna pentamera	NM-AM
Meliaceae	Aglaia	Aglaia silvestris	AM
Myrtaceae	Eucalyptus	Eucalyptus aquilina	EcM
Myrtaceae	Syzygium	Syzygium acutangulum	AM
Myrtaceae	Eucalyptus	Eucalyptus exilis	EcM
Cupressaceae	Juniperus	Juniperus rigida	AM
Cycadaceae	Cycas	Cycas scratchleyana	AM
Burseraceae	Canarium	Canarium pimela	AM
Apocynaceae	Kopsia	Kopsia arborea	AM
Proteaceae	Helicia	Helicia lamingtoniana	NM
Myrtaceae	Syzygium	Syzygium boonjee	AM
Monimiaceae	Wilkiea	Wilkiea macrophylla	AM
Lauraceae	Cryptocarya	Cryptocarya microneura	AM
Myrtaceae	Eucalyptus	Eucalyptus virens	EcM
Ebenaceae	Diospyros	Diospyros hebecarpa	AM
Myrtaceae	Eucalyptus	Eucalyptus whitei	EcM
Myrtaceae	Eucalyptus	Eucalyptus dolichorhyncha	EcM
Sapindaceae	Harpullia	Harpullia leichhardtii	AM
Lauraceae	Cryptocarya	Cryptocarya floydii	AM
Myrtaceae	Syzygium	Syzygium argyropedicum	AM
Proteaceae	Catalepidia	Catalepidia heyana	NM
Fabaceae	Acacia	Acacia aprepta	EcM-AM
Fabaceae	Archidendron	Archidendron whitei	AM
Nyctaginaceae	Pisonia	Pisonia brunoniana	AM
Myrtaceae	Verticordia	Verticordia verticillata	AM
Rubiaceae	Gardenia	Gardenia gardneri	AM
Sapindaceae	Sarcopteryx	Sarcopteryx stipata	AM
Myrtaceae	Eucalyptus	Eucalyptus phoenix	EcM
Euphorbiaceae	Jatropha	Jatropha multifida	AM
Myrtaceae	Eucalyptus	Eucalyptus deanei	EcM
Sapotaceae	Madhuca	Madhuca longifolia	AM
Fabaceae	Acacia	Acacia bakeri	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus guilfoylei	EcM
Lauraceae	Neolitsea	Neolitsea brassii	AM
Malvaceae	Brachychiton	Brachychiton viridiflorus	AM
Annonaceae	Monanthotaxis	Monanthotaxis afra	AM
Myrtaceae	Eucalyptus	Eucalyptus lateritica	EcM
Myrtaceae	Rhodamnia	Rhodamnia costata	AM
Rubiaceae	Psydrax	Psydrax ammophilus	AM
Rutaceae	Acronychia	Acronychia vestita	AM
Fabaceae	Neltuma	Neltuma laevigata	AM
Sapindaceae	Dodonaea	Dodonaea megazyga	AM
Myrtaceae	Eucalyptus	Eucalyptus bigalerita	EcM
Myrtaceae	Eucalyptus	Eucalyptus normantonensis	EcM
Myrtaceae	Eucalyptus	Eucalyptus obconica	EcM
Fabaceae	Heliodendron	Heliodendron xanthoxylon	AM
Myrtaceae	Uromyrtus	Uromyrtus australis	AM
Euphorbiaceae	Croton	Croton brachypus	AM
Myrtaceae	Eucalyptus	Eucalyptus copulans	EcM
Asparagaceae	Cordyline	Cordyline petiolaris	AM
Myrtaceae	Eucalyptus	Eucalyptus sphaerocarpa	EcM
Proteaceae	Alloxylon	Alloxylon flammeum	NM
Primulaceae	Myrsine	Myrsine smithii	AM
Myrtaceae	Eucalyptus	Eucalyptus steedmanii	EcM
Fabaceae	Senegalia	Senegalia senegal	AM
Sapindaceae	Sarcopteryx	Sarcopteryx montana	AM
Myrtaceae	Eugenia	Eugenia jambosoides	AM
Phyllanthaceae	Glochidion	Glochidion pruinosum	AM
Proteaceae	Helicia	Helicia nortoniana	NM
Proteaceae	Persoonia	Persoonia levis	NM
Myrtaceae	Eucalyptus	Eucalyptus mckieana	EcM
Myrtaceae	Backhousia	Backhousia sciadophora	EcM-AM
Scrophulariaceae	Eremophila	Eremophila linearis	AM
Loganiaceae	Strychnos	Strychnos psilosperma	AM
Asphodelaceae	Xanthorrhoea	Xanthorrhoea gracilis	AM
Myrtaceae	Melaleuca	Melaleuca longistaminea	EcM-AM
Cycadaceae	Cycas	Cycas cupida	AM
Myrtaceae	Eucalyptus	Eucalyptus vittata	EcM
Euphorbiaceae	Jatropha	Jatropha integerrima	AM
Sapindaceae	Guioa	Guioa montana	AM
Euphorbiaceae	Balakata	Balakata baccata	AM
Meliaceae	Owenia	Owenia cepiodora	AM
Proteaceae	Hakea	Hakea arborescens	NM
Apocynaceae	Voacanga	Voacanga foetida	AM
Myrtaceae	Eucalyptus	Eucalyptus victoriana	EcM
Proteaceae	Hicksbeachia	Hicksbeachia pinnatifolia	NM
Arecaceae	Livistona	Livistona victoriae	AM
Calophyllaceae	Calophyllum	Calophyllum costatum	AM
Meliaceae	Aglaia	Aglaia simplicifolia	AM
Fabaceae	Acacia	Acacia microcybe	EcM-AM
Phyllanthaceae	Glochidion	Glochidion macrocarpum	AM
Lauraceae	Litsea	Litsea monopetala	AM
Nyctaginaceae	Pisonia	Pisonia grandis	EcM
Sapindaceae	Toechima	Toechima monticola	AM
Phyllanthaceae	Phyllanthus	Phyllanthus praelongipes	AM
Rutaceae	Citrus	Citrus maxima	AM
Sapotaceae	Madhuca	Madhuca sericea	AM
Celastraceae	Hexaspora	Hexaspora pubescens	AM
Rhamnaceae	Pomaderris	Pomaderris parrisiae	EcM
Solanaceae	Brugmansia	Brugmansia suaveolens	AM
Pandanaceae	Pandanus	Pandanus elatus	NM-AM
Phyllanthaceae	Securinega	Securinega durissima	AM
Proteaceae	Musgravea	Musgravea stenostachya	NM
Myrtaceae	Eucalyptus	Eucalyptus glaucescens	EcM
Urticaceae	Dendrocnide	Dendrocnide cordifolia	NM-AM
Boraginaceae	Ehretia	Ehretia javanica	NM-AM
Sapindaceae	Arytera	Arytera dictyoneura	AM
Myrtaceae	Syzygium	Syzygium francisii	AM
Myrtaceae	Gossia	Gossia lewisensis	AM
Malvaceae	Brachychiton	Brachychiton chillagoensis	AM
Combretaceae	Terminalia	Terminalia microcarpa	AM
Fabaceae	Archidendron	Archidendron kanisii	AM
Melastomataceae	Melastoma	Melastoma imbricatum	AM
Lauraceae	Beilschmiedia	Beilschmiedia collina	AM
Myrtaceae	Eucalyptus	Eucalyptus aurifodina	EcM
Lauraceae	Cinnamomum	Cinnamomum laubatii	AM
Myrtaceae	Melaleuca	Melaleuca xerophila	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus denticulata	EcM
Sapotaceae	Chrysophyllum	Chrysophyllum oliviforme	AM
Malvaceae	Brachychiton	Brachychiton collinus	AM
Myrtaceae	Melaleuca	Melaleuca saligna	EcM-AM
Apocynaceae	Alstonia	Alstonia angustifolia	AM
Nyctaginaceae	Guapira	Guapira ligustrifolia	EcM
Malvaceae	Grewia	Grewia oxyphylla	AM
Myrtaceae	Melaleuca	Melaleuca arcana	EcM-AM
Araucariaceae	Agathis	Agathis atropurpurea	AM
Sapindaceae	Mischocarpus	Mischocarpus grandissimus	AM
Capparaceae	Capparis	Capparis jacobsii	AM
Araucariaceae	Agathis	Agathis microstachya	AM
Sapindaceae	Cupaniopsis	Cupaniopsis tomentella	AM
Fabaceae	Acacia	Acacia nanodealbata	EcM-AM
Myrtaceae	Blepharocalyx	Blepharocalyx salicifolius	AM
Sapotaceae	Manilkara	Manilkara kurziana	AM
Myrtaceae	Eucalyptus	Eucalyptus rameliana	EcM
Rutaceae	Chorilaena	Chorilaena quercifolia	AM
Clusiaceae	Garcinia	Garcinia gibbsiae	AM
Myrtaceae	Eucalyptus	Eucalyptus brevipes	EcM
Moraceae	Ficus	Ficus leptoclada	AM
Myrtaceae	Eucalyptus	Eucalyptus semota	EcM
Fabaceae	Acacia	Acacia praelongata	EcM-AM
Myrtaceae	Asteromyrtus	Asteromyrtus arnhemica	EcM-AM
Proteaceae	Grevillea	Grevillea hilliana	NM
Ebenaceae	Diospyros	Diospyros calycantha	AM
Lauraceae	Cryptocarya	Cryptocarya corrugata	AM
Fabaceae	Mimosa	Mimosa bimucronata	AM
Primulaceae	Myrsine	Myrsine rubiginosa	AM
Eupomatiaceae	Eupomatia	Eupomatia barbata	AM
Myrtaceae	Eucalyptus	Eucalyptus sweedmaniana	EcM
Rosaceae	Crataegus	Crataegus tanacetifolia	AM
Malvaceae	Pterygota	Pterygota alata	AM
Salicaceae	Homalium	Homalium circumpinnatum	AM
Euphorbiaceae	Croton	Croton caudatus	AM
Proteaceae	Persoonia	Persoonia stradbrokensis	NM
Myrtaceae	Gossia	Gossia sankowskyorum	AM
Arecaceae	Archontophoenix	Archontophoenix myolensis	AM
Myrtaceae	Eucalyptus	Eucalyptus tholiformis	EcM
Cycadaceae	Cycas	Cycas basaltica	AM
Euphorbiaceae	Baloghia	Baloghia marmorata	AM
Myrtaceae	Eucalyptus	Eucalyptus diminuta	EcM
Myrtaceae	Eucalyptus	Eucalyptus conferta	EcM
Myrtaceae	Eucalyptus	Eucalyptus deflexa	EcM
Lamiaceae	Callicarpa	Callicarpa macrophylla	AM
Fabaceae	Inga	Inga affinis	AM
Myrtaceae	Syzygium	Syzygium pringlei	AM
Myrtaceae	Mitrantia	Mitrantia bilocularis	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus apiculata	EcM
Picrodendraceae	Petalostigma	Petalostigma banksii	AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus johnsonii	AM
Myrtaceae	Eucalyptus	Eucalyptus talyuberlup	EcM
Myrtaceae	Eucalyptus	Eucalyptus staigeriana	EcM
Myrtaceae	Eucalyptus	Eucalyptus angophoroides	EcM
Myrtaceae	Syzygium	Syzygium alternifolium	AM
Fabaceae	Collaea	Collaea speciosa	AM
Anacardiaceae	Buchanania	Buchanania cochinchinensis	AM
Rubiaceae	Psydrax	Psydrax paludosus	AM
Myrtaceae	Eucalyptus	Eucalyptus flavida	EcM
Cunoniaceae	Davidsonia	Davidsonia jerseyana	AM
Sapindaceae	Guioa	Guioa lasioneura	AM
Fabaceae	Acacia	Acacia fleckeri	EcM-AM
Sapindaceae	Cupaniopsis	Cupaniopsis cooperorum	AM
Lauraceae	Cryptocarya	Cryptocarya whiffiniana	AM
Myrtaceae	Eucalyptus	Eucalyptus lane-poolei	EcM
Euphorbiaceae	Aleurites	Aleurites rockinghamensis	AM
Casuarinaceae	Allocasuarina	Allocasuarina dielsiana	EcM-AM
Sapindaceae	Dodonaea	Dodonaea hackettiana	AM
Lauraceae	Cryptocarya	Cryptocarya williwilliana	AM
Phyllanthaceae	Glochidion	Glochidion benthamianum	AM
Myrtaceae	Eucalyptus	Eucalyptus fulgens	EcM
Myrtaceae	Eucalyptus	Eucalyptus rubiginosa	EcM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus carolinae	AM
Cupressaceae	Callitris	Callitris baileyi	AM
Euphorbiaceae	Fontainea	Fontainea venosa	AM
Casuarinaceae	Allocasuarina	Allocasuarina inophloia	EcM-AM
Proteaceae	Finschia	Finschia rufa	NM
Cunoniaceae	Schizomeria	Schizomeria whitei	AM
Myrtaceae	Rhodamnia	Rhodamnia longisepala	AM
Rosaceae	Prunus	Prunus ceylanica	AM
Myrtaceae	Eucalyptus	Eucalyptus petiolaris	EcM
Lauraceae	Endiandra	Endiandra phaeocarpa	AM
Myrtaceae	Eucalyptus	Eucalyptus phoenicea	EcM
Myrtaceae	Eugenia	Eugenia trinervia	AM
Ericaceae	Trochocarpa	Trochocarpa montana	ErM
Picrodendraceae	Dissiliaria	Dissiliaria tuckeri	AM
Pandanaceae	Pandanus	Pandanus loherianus	NM-AM
Myrtaceae	Syzygium	Syzygium wesa	AM
Picrodendraceae	Dissiliaria	Dissiliaria baloghioides	AM
Asparagaceae	Dracaena	Dracaena fragrans	NM-AM
Malvaceae	Brachychiton	Brachychiton spectabilis	AM
Pandanaceae	Pandanus	Pandanus forsteri	NM-AM
Euphorbiaceae	Macaranga	Macaranga inamoena	AM
Proteaceae	Cardwellia	Cardwellia sublimis	NM
Cunoniaceae	Gillbeea	Gillbeea adenopetala	AM
Lauraceae	Cinnamomum	Cinnamomum tamala	AM
Asteraceae	Scalesia	Scalesia helleri	AM
Rubiaceae	Psydrax	Psydrax longipes	AM
Myrtaceae	Eucalyptus	Eucalyptus orbifolia	EcM
Lauraceae	Cryptocarya	Cryptocarya parvifolia	AM
Fabaceae	Storckiella	Storckiella australiensis	AM
Myrtaceae	Eucalyptus	Eucalyptus crenulata	EcM
Myrtaceae	Syzygium	Syzygium trachyphloium	AM
Picrodendraceae	Dissiliaria	Dissiliaria muelleri	AM
Myrtaceae	Eucalyptus	Eucalyptus cooperiana	EcM
Myrtaceae	Eucalyptus	Eucalyptus discreta	EcM
Proteaceae	Grevillea	Grevillea coriacea	NM
Myrtaceae	Eucalyptus	Eucalyptus melanoxylon	EcM
Asteraceae	Olearia	Olearia ilicifolia	AM
Primulaceae	Myrsine	Myrsine arenaria	AM
Myrtaceae	Eucalyptus	Eucalyptus ammophila	EcM
Sapindaceae	Elattostachys	Elattostachys megalantha	AM
Lauraceae	Beilschmiedia	Beilschmiedia peninsularis	AM
Myrtaceae	Eucalyptus	Eucalyptus magnificata	EcM
Myrtaceae	Backhousia	Backhousia angustifolia	EcM-AM
Euphorbiaceae	Macaranga	Macaranga inermis	AM
Bignoniaceae	Dolichandrone	Dolichandrone falcata	AM
Pittosporaceae	Bursaria	Bursaria incana	AM
Burseraceae	Canarium	Canarium muelleri	AM
Fabaceae	Acacia	Acacia cincinnata	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus adesmophloia	EcM
Myrtaceae	Eucalyptus	Eucalyptus scoparia	EcM
Dilleniaceae	Hibbertia	Hibbertia trachyphylla	AM
Myrtaceae	Eucalyptus	Eucalyptus xerothermica	EcM
Fabaceae	Acacia	Acacia incurvaneura	EcM-AM
Cycadaceae	Cycas	Cycas orientis	AM
Rubiaceae	Gardenia	Gardenia actinocarpa	AM
Fabaceae	Acacia	Acacia pickardii	EcM-AM
Annonaceae	Annona	Annona mucosa	AM
Myrtaceae	Melaleuca	Melaleuca subalaris	EcM-AM
Myrtaceae	Syzygium	Syzygium paniculatum	AM
Salicaceae	Casearia	Casearia grayi	AM
Araliaceae	Aralia	Aralia spinosa	AM
Malvaceae	Schoutenia	Schoutenia ovata	AM
Rutaceae	Melicope	Melicope accedens	AM
Fabaceae	Hypocalyptus	Hypocalyptus sophoroides	AM
Rutaceae	Clausena	Clausena lansium	AM
Myrtaceae	Eucalyptus	Eucalyptus kybeanensis	EcM
Lauraceae	Cryptocarya	Cryptocarya cocosoides	AM
Rutaceae	Acronychia	Acronychia baeuerlenii	AM
Dipentodontaceae	Perrottetia	Perrottetia alpestris	AM
Moraceae	Ficus	Ficus depressa	AM
Myrtaceae	Eucalyptus	Eucalyptus corticosa	EcM
Myrtaceae	Eucalyptus	Eucalyptus yarraensis	EcM
Anacardiaceae	Mangifera	Mangifera odorata	AM
Myrtaceae	Leptospermum	Leptospermum polyanthum	EcM-AM
Scrophulariaceae	Eremophila	Eremophila micrantha	AM
Myrtaceae	Eucalyptus	Eucalyptus bakeri	EcM
Myrtaceae	Eucalyptus	Eucalyptus miniata	EcM
Myrtaceae	Eucalyptus	Eucalyptus notactites	EcM
Apocynaceae	Cerbera	Cerbera floribunda	AM
Calophyllaceae	Calophyllum	Calophyllum rotundifolium	AM
Proteaceae	Musgravea	Musgravea heterophylla	NM
Rhamnaceae	Ziziphus	Ziziphus quadrilocularis	AM
Rutaceae	Brombya	Brombya platynema	AM
Myrtaceae	Eucalyptus	Eucalyptus rossii	EcM
Myrtaceae	Eucalyptus	Eucalyptus arenicola	EcM
Lauraceae	Endiandra	Endiandra acuminata	AM
Euphorbiaceae	Euphorbia	Euphorbia pulcherrima	AM
Melastomataceae	Miconia	Miconia corcovadensis	AM
Olacaceae	Olax	Olax imbricata	AM
Fabaceae	Acacia	Acacia inophloia	EcM-AM
Euphorbiaceae	Vernicia	Vernicia montana	AM
Sapotaceae	Micropholis	Micropholis guyanensis	AM
Myrtaceae	Eucalyptus	Eucalyptus trivalva	EcM
Rubiaceae	Coprosma	Coprosma pilosa	AM
Stemonuraceae	Gomphandra	Gomphandra australiana	AM
Lauraceae	Cryptocarya	Cryptocarya foveolata	AM
Myrtaceae	Eucalyptus	Eucalyptus williamsiana	EcM
Lauraceae	Endiandra	Endiandra impressicosta	AM
Myrtaceae	Leptospermum	Leptospermum wooroonooran	EcM-AM
Myrtaceae	Rhodamnia	Rhodamnia dumicola	AM
Phyllanthaceae	Glochidion	Glochidion eucleoides	AM
Annonaceae	Goniothalamus	Goniothalamus australis	AM
Sapindaceae	Cupaniopsis	Cupaniopsis papillosa	AM
Fabaceae	Sophora	Sophora howinsula	AM
Lauraceae	Cryptocarya	Cryptocarya putida	AM
Cycadaceae	Cycas	Cycas pruinosa	AM
Primulaceae	Myrsine	Myrsine pedicellata	AM
Acanthaceae	Avicennia	Avicennia integra	NM-AM
Rutaceae	Flindersia	Flindersia brassii	AM
Podocarpaceae	Podocarpus	Podocarpus smithii	AM
Fabaceae	Acacia	Acacia galeata	EcM-AM
Sapindaceae	Atalaya	Atalaya oligoclada	AM
Burseraceae	Canarium	Canarium vitiense	AM
Euphorbiaceae	Mabea	Mabea ovata	AM
Primulaceae	Myrsine	Myrsine oreophila	AM
Ericaceae	Styphelia	Styphelia macrocarpa	ErM
Moraceae	Ficus	Ficus cerasicarpa	AM
Malvaceae	Kleinhovia	Kleinhovia hospita	AM
Proteaceae	Persoonia	Persoonia tropica	NM
Lauraceae	Endiandra	Endiandra hayesii	AM
Fabaceae	Erythrina	Erythrina lysistemon	AM
Celastraceae	Maurocenia	Maurocenia frangula	AM
Cannabaceae	Trema	Trema tomentosum	AM
Myrtaceae	Melaleuca	Melaleuca squamophloia	EcM-AM
Rosaceae	Prunus	Prunus campanulata	AM
Myrtaceae	Eucalyptus	Eucalyptus decurva	EcM
Moraceae	Ficus	Ficus cumingii	AM
Meliaceae	Aglaia	Aglaia argentea	AM
Myrtaceae	Gossia	Gossia bamagensis	AM
Celastraceae	Euonymus	Euonymus japonicus	AM
Proteaceae	Xylomelum	Xylomelum angustifolium	NM
Combretaceae	Terminalia	Terminalia platyphylla	AM
Lauraceae	Endiandra	Endiandra bellendenkerana	AM
Myrtaceae	Eucalyptus	Eucalyptus ravida	EcM
Lauraceae	Cryptocarya	Cryptocarya ilocana	AM
Cycadaceae	Cycas	Cycas desolata	AM
Araliaceae	Astrotricha	Astrotricha obovata	AM
Salicaceae	Scolopia	Scolopia braunii	AM
Phyllanthaceae	Breynia	Breynia disticha	AM
Proteaceae	Macadamia	Macadamia tetraphylla	NM
Ebenaceae	Diospyros	Diospyros ramulosa	AM
Proteaceae	Stenocarpus	Stenocarpus acacioides	NM
Putranjivaceae	Drypetes	Drypetes acuminata	AM
Myrtaceae	Backhousia	Backhousia bancroftii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus platydisca	EcM
Myrtaceae	Metrosideros	Metrosideros angustifolia	AM
Salicaceae	Xylosma	Xylosma maidenii	AM
Myrtaceae	Eucalyptus	Eucalyptus latens	EcM
Ulmaceae	Ulmus	Ulmus minor	AM
Lauraceae	Cryptocarya	Cryptocarya grandis	AM
Myrtaceae	Backhousia	Backhousia enata	EcM-AM
Lauraceae	Beilschmiedia	Beilschmiedia recurva	AM
Malvaceae	Grewia	Grewia insularis	AM
Fabaceae	Acacia	Acacia matthewii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus argutifolia	EcM
Proteaceae	Stenocarpus	Stenocarpus cryptocarpus	NM
Myrtaceae	Eucalyptus	Eucalyptus volcanica	EcM
Myrtaceae	Eucalyptus	Eucalyptus patens	EcM
Myrtaceae	Backhousia	Backhousia kingii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus dolichocera	EcM
Fabaceae	Jacksonia	Jacksonia cupulifera	EcM-AM
Myrtaceae	Melaleuca	Melaleuca amydra	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus pantoleuca	EcM
Myrtaceae	Eucalyptus	Eucalyptus chloroclada	EcM
Myrtaceae	Eucalyptus	Eucalyptus dendromorpha	EcM
Myrtaceae	Melaleuca	Melaleuca alternifolia	EcM-AM
Meliaceae	Didymocheton	Didymocheton sessile	AM
Dilleniaceae	Dillenia	Dillenia crenatifolia	AM
Pittosporaceae	Auranticarpa	Auranticarpa edentata	AM
Combretaceae	Terminalia	Terminalia complanata	AM
Lythraceae	Lagerstroemia	Lagerstroemia speciosa	AM
Salicaceae	Scolopia	Scolopia zeyheri	AM
Rubiaceae	Psydrax	Psydrax rigidulus	AM
Pittosporaceae	Pittosporum	Pittosporum abyssinicum	AM
Myrtaceae	Xanthostemon	Xanthostemon xerophilus	EcM-AM
Arecaceae	Archontophoenix	Archontophoenix maxima	AM
Myrtaceae	Syzygium	Syzygium macilwraithianum	AM
Combretaceae	Terminalia	Terminalia pterocarpa	AM
Sapindaceae	Lepidopetalum	Lepidopetalum subdichotomum	AM
Myrtaceae	Eucalyptus	Eucalyptus todtiana	EcM
Pandanaceae	Benstonea	Benstonea copelandii	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus nitens	EcM
Fabaceae	Crudia	Crudia abbreviata	AM
Fabaceae	Erythrina	Erythrina fusca	AM
Lauraceae	Litsea	Litsea calophyllantha	AM
Myrtaceae	Eucalyptus	Eucalyptus helidonica	EcM
Fabaceae	Acacia	Acacia latior	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus infera	EcM
Fabaceae	Acacia	Acacia jamesiana	EcM-AM
Myrtaceae	Melaleuca	Melaleuca clarksonii	EcM-AM
Sapindaceae	Dimocarpus	Dimocarpus australianus	AM
Casuarinaceae	Allocasuarina	Allocasuarina hystricosa	EcM-AM
Proteaceae	Austromuellera	Austromuellera trinervia	NM
Annonaceae	Annona	Annona neoulei	AM
Fabaceae	Acacia	Acacia schinoides	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus tortilis	EcM
Myrtaceae	Melaleuca	Melaleuca nanophylla	EcM-AM
Symplocaceae	Symplocos	Symplocos thwaitesii	AM
Myrtaceae	Eucalyptus	Eucalyptus smithii	EcM
Myrtaceae	Eucalyptus	Eucalyptus cupularis	EcM
Cannabaceae	Celtis	Celtis conferta	AM
Myrtaceae	Eucalyptus	Eucalyptus jimberlanica	EcM
Rubiaceae	Psydrax	Psydrax johnsonii	AM
Euphorbiaceae	Mallotus	Mallotus dispersus	AM
Myrtaceae	Eucalyptus	Eucalyptus fracta	EcM
Rubiaceae	Psydrax	Psydrax pallidus	AM
Myrtaceae	Eucalyptus	Eucalyptus badjensis	EcM
Arecaceae	Areca	Areca catechu	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus wilcoxii	EcM
Myrtaceae	Melaleuca	Melaleuca sheathiana	EcM-AM
Fabaceae	Acacia	Acacia mulganeura	EcM-AM
Asteraceae	Vernonanthura	Vernonanthura divaricata	AM
Myrtaceae	Eucalyptus	Eucalyptus kartzoffiana	EcM
Myrtaceae	Eucalyptus	Eucalyptus scopulorum	EcM
Rubiaceae	Gardenia	Gardenia faucicola	AM
Connaraceae	Connarus	Connarus suberosus	AM
Myrtaceae	Eucalyptus	Eucalyptus nudicaulis	EcM
Myrtaceae	Syzygium	Syzygium bamagense	AM
Myrtaceae	Eucalyptus	Eucalyptus singularis	EcM
Fabaceae	Mimosa	Mimosa benthamii	AM
Proteaceae	Hakea	Hakea pulvinifera	NM
Fabaceae	Macrosamanea	Macrosamanea discolor	AM
Myrtaceae	Eucalyptus	Eucalyptus acies	EcM
Proteaceae	Eidothea	Eidothea hardeniana	NM
Myrtaceae	Eucalyptus	Eucalyptus psammitica	EcM
Myrtaceae	Rhodomyrtus	Rhodomyrtus macrocarpa	AM
Cycadaceae	Cycas	Cycas yorkiana	AM
Cycadaceae	Cycas	Cycas couttsiana	AM
Lamiaceae	Vitex	Vitex leucoxylon	AM
Myrtaceae	Eucalyptus	Eucalyptus annulata	EcM
Cupressaceae	Callitris	Callitris monticola	AM
Cunoniaceae	Ceratopetalum	Ceratopetalum succirubrum	AM
Pittosporaceae	Auranticarpa	Auranticarpa ilicifolia	AM
Proteaceae	Buckinghamia	Buckinghamia celsissima	NM
Myrtaceae	Syzygium	Syzygium papyraceum	AM
Phyllanthaceae	Cleistanthus	Cleistanthus monoicus	AM
Casuarinaceae	Casuarina	Casuarina pauper	EcM-AM
Rubiaceae	Gardenia	Gardenia jabiluka	AM
Surianaceae	Suriana	Suriana maritima	AM
Myrtaceae	Eucalyptus	Eucalyptus baudiniana	EcM
Hernandiaceae	Hernandia	Hernandia sonora	AM
Malvaceae	Helicteres	Helicteres isora	AM
Rubiaceae	Cyclophyllum	Cyclophyllum rostellatum	AM
Paracryphiaceae	Quintinia	Quintinia quatrefagesii	AM
Cunoniaceae	Eucryphia	Eucryphia wilkiei	AM
Oleaceae	Chionanthus	Chionanthus albidiflorus	AM
Primulaceae	Myrsine	Myrsine richmondensis	AM
Myrtaceae	Syzygium	Syzygium amplum	AM
Pinaceae	Pinus	Pinus wallichiana	EcM
Myrtaceae	Pilidiostigma	Pilidiostigma tropicum	AM
Myrtaceae	Eucalyptus	Eucalyptus tephroclada	EcM
Rutaceae	Medicosma	Medicosma elliptica	AM
Lauraceae	Endiandra	Endiandra sieberi	AM
Moraceae	Ficus	Ficus crassipes	AM
Lamiaceae	Ocimum	Ocimum grandiflorum	AM
Myrtaceae	Rhodamnia	Rhodamnia arenaria	AM
Proteaceae	Grevillea	Grevillea helmsiae	NM
Myrtaceae	Eucalyptus	Eucalyptus livida	EcM
Combretaceae	Terminalia	Terminalia carpentariae	AM
Ebenaceae	Diospyros	Diospyros granitica	AM
Myrtaceae	Eucalyptus	Eucalyptus sturgissiana	EcM
Moraceae	Ficus	Ficus caulocarpa	AM
Loganiaceae	Strychnos	Strychnos lucida	AM
Malvaceae	Grewia	Grewia hirsuta	AM
Myrtaceae	Eucalyptus	Eucalyptus recurva	EcM
Lauraceae	Endiandra	Endiandra reticulata	AM
Fabaceae	Erythrina	Erythrina numerosa	AM
Lauraceae	Beilschmiedia	Beilschmiedia castrisinensis	AM
Sapotaceae	Niemeyera	Niemeyera whitei	AM
Fabaceae	Acacia	Acacia curvinervia	EcM-AM
Proteaceae	Helicia	Helicia grayi	NM
Sapindaceae	Toechima	Toechima dasyrrhache	AM
Myrtaceae	Eucalyptus	Eucalyptus salmonophloia	EcM
Myrtaceae	Syzygium	Syzygium glenum	AM
Sapindaceae	Alectryon	Alectryon kimberleyanus	AM
Myrtaceae	Eugenia	Eugenia tapirorum	AM
